GeneID	Locus.ID	Accession	HCT-116 Z-score	HKE-3 Z-score	D Z-score
GPR135	64582	NM_022571	1.66	1.7	-0.04
ARF6	382	NM_001663	1.17	1.21	-0.04
CD53	963	NM_000560	-0.63	-0.59	-0.04
CDON	50937	NM_016952	-0.66	-0.62	-0.04
DGCR6	8214	NM_005675	-0.4	-0.36	-0.04
PCDHA4	56144	NM_018907	-0.79	-0.75	-0.04
SSX4	6759	NM_005636	-0.88	-0.84	-0.04
ERCC1	2067	NM_001983	1.36	1.41	-0.05
GNB1	2782	NM_002074	0.66	0.71	-0.05
SIRPB2	55423	NM_018556	-0.59	-0.54	-0.05
PNR	9038	NM_003967	0.45	0.5	-0.05
DRD4	1815	NM_000797	-0.24	-0.19	-0.05
ITGB1	3688	NM_002211	0.13	0.18	-0.05
ARL6IP4	51329	NM_016638	0.26	0.31	-0.05
DAB1	1600	NM_021080	0.14	0.19	-0.05
CCT2	10576	NM_006431	-0.49	-0.44	-0.05
HMG20B	10362	NM_006339	-0.09	-0.04	-0.05
TP53INP1	94241	NM_033285	-0.06	-0.01	-0.05
HCCR1	25875	NM_015416	0.05	0.1	-0.05
PLA2G4C	8605	NM_003706	0.03	0.08	-0.05
RBM5	10181	NM_005778	0	0.05	-0.05
KLF12	11278	NM_007249	0.09	0.14	-0.05
EDN2	1907	NM_001956	0.6	0.65	-0.05
MPP2	4355	NM_005374	0.5	0.55	-0.05
PTPN5	84867	NM_032781	-0.93	-0.88	-0.05
TSHR	7253	NM_000369	0.61	0.66	-0.05
C2	717	NM_000063	1.07	1.12	-0.05
IRS4	8471	NM_003604	1.21	1.26	-0.05
MGP	4256	NM_000900	0.73	0.78	-0.05
FXYD1	5348	NM_005031	-0.62	-0.57	-0.05
MTP	4547	NM_000253	-0.76	-0.71	-0.05
ANPEP	290	NM_001150	-0.54	-0.49	-0.05
GLIPR1	11010	NM_006851	0.87	0.92	-0.05
LOC90925	90925	NM_175870	-0.34	-0.29	-0.05
CAPG	822	NM_001747	-1.07	-1.02	-0.05
DUX2	26583	NM_012147	-0.63	-0.58	-0.05
ZNFN1A3	22806	NM_012481	-0.74	-0.69	-0.05
VPREB3	29802	NM_013378	-1.37	-1.32	-0.05
PTGDS	5730	NM_000954	-1.03	-0.98	-0.05
CD5L	922	NM_005894	-1.2	-1.15	-0.05
HSXIAPAF1	54739	NM_017523	-1.38	-1.32	-0.06
METAP1	23173	NM_015143	-0.62	-0.56	-0.06
PRRX2	51450	NM_016307	-0.96	-0.9	-0.06
PLAUR	5329	NM_002659	0.27	0.33	-0.06
PMP22	5376	NM_000304	-0.41	-0.35	-0.06
SEL1L	6400	NM_005065	0.2	0.26	-0.06
ARHGEF11	9826	NM_014784	-0.38	-0.32	-0.06
DYRK2	8445	NM_003583	-0.07	-0.01	-0.06
ARHGEF16	27237	NM_014448	-0.14	-0.08	-0.06
GRK5	2869	NM_005308	0.58	0.64	-0.06
RAF1	5894	NM_002880	1.21	1.27	-0.06
RPS6KA3	6197	NM_004586	-0.78	-0.72	-0.06
GPR27	2850	NM_018971	1.4	1.46	-0.06
SLC10A2	6555	NM_000452	-1.19	-1.13	-0.06
ACYP1	97	XM_352906	0.72	0.78	-0.06
AQP8	343	NM_001169	-0.76	-0.7	-0.06
SOX3	6658	NM_005634	-1	-0.94	-0.06
KLF15	28999	NM_014079	0.62	0.68	-0.06
TPT1	7178	NM_003295	-1.09	-1.03	-0.06
FASN	2194	NM_004104	-1.2	-1.14	-0.06
ADAM2	2515	NM_001464	-1.09	-1.03	-0.06
CD9	928	NM_001769	-1.39	-1.32	-0.07
DKFZP566J2046	81889	NM_031208	-1.17	-1.1	-0.07
ADAM9	8754	NM_003816	-0.84	-0.77	-0.07
PRB4	5545	NM_002723	0.78	0.85	-0.07
TACR3	6870	NM_001059	0.52	0.59	-0.07
UBE1	7317	NM_003334	-1	-0.93	-0.07
TRIP6	7205	NM_003302	0.92	0.99	-0.07
OPCML	4978	NM_002545	-0.71	-0.64	-0.07
LUM	4060	NM_002345	0.34	0.41	-0.07
DACT1	51339	NM_016651	0.51	0.58	-0.07
DAZAP2	9802	NM_014764	-0.82	-0.75	-0.07
NUSAP1	51203	NM_016359	-0.85	-0.78	-0.07
SPIN	10927	NM_006717	0.56	0.63	-0.07
CDH10	1008	NM_006727	-0.84	-0.77	-0.07
TRHDE	29953	NM_013381	0.11	0.18	-0.07
IGFALS	3483	NM_004970	-0.01	0.06	-0.07
CDC42BPB	9578	NM_006035	0.39	0.46	-0.07
CDC7	8317	NM_003503	-0.16	-0.09	-0.07
CNR1	1268	NM_016083	0.32	0.39	-0.07
EDG2	1902	NM_001401	-0.51	-0.44	-0.07
GPR145	84539	NM_032503	0.24	0.31	-0.07
ANK1	286	NM_000037	0.36	0.43	-0.07
FABP5	2171	NM_001444	-0.4	-0.33	-0.07
MCL1	4170	NM_021960	-0.42	-0.35	-0.07
ARHGEF15	22899	NM_173728	-0.22	-0.15	-0.07
ODZ3	55714	XM_371717	-0.37	-0.3	-0.07
HIPK2	28996	NM_022740	1.21	1.28	-0.07
PIK3CB	5291	NM_006219	0.94	1.01	-0.07
EXTL3	2137	NM_001440	-1.28	-1.21	-0.07
PIP5K1C	23396	NM_012398	-0.65	-0.58	-0.07
ANP32C	23520	NM_012403	1.04	1.11	-0.07
COPS5	10987	NM_006837	0.61	0.68	-0.07
RRAGD	58528	NM_021244	1.49	1.56	-0.07
PPARGC1A	10891	NM_013261	-1.72	-1.65	-0.07
HDAC8	55869	NM_018486	-1.33	-1.26	-0.07
IKBKB	3551	XM_032491	1.34	1.42	-0.08
UMP-CMPK	51727	NM_016308	1.1	1.18	-0.08
FBXO4	26272	NM_012176	1.81	1.89	-0.08
CHRNA1	1134	NM_000079	1.81	1.89	-0.08
COL4A6	1288	NM_001847	1.05	1.13	-0.08
CNNM2	54805	NM_017649	1.08	1.16	-0.08
RAB5A	5868	NM_004162	-1.15	-1.07	-0.08
SPINK5	11005	NM_006846	-1.4	-1.32	-0.08
CDK5R2	8941	NM_003936	0.77	0.85	-0.08
HCN1	348980	NM_021072	-0.47	-0.39	-0.08
KCNB2	9312	NM_004770	-0.42	-0.34	-0.08
RAB20	55647	NM_017817	-0.94	-0.86	-0.08
PHLDA3	23612	NM_012396	0.63	0.71	-0.08
RAB3D	9545	NM_004283	-0.48	-0.4	-0.08
BAIAP3	8938	NM_003933	0.8	0.88	-0.08
APP	351	NM_000484	-0.82	-0.74	-0.08
DR1	1810	NM_001938	-0.86	-0.78	-0.08
TTC4	7268	NM_004623	-0.64	-0.56	-0.08
MSH4	4438	NM_002440	0.1	0.18	-0.08
GPR25	2848	NM_005298	-0.19	-0.11	-0.08
PER2	8864	NM_003894	0.01	0.09	-0.08
GABRA3	2556	NM_000808	-0.03	0.05	-0.08
PLRG1	5356	NM_002669	-0.13	-0.05	-0.08
KCNC1	3746	NM_004976	-0.27	-0.19	-0.08
PTMS	5763	NM_002824	-0.37	-0.29	-0.08
FMOD	2331	NM_002023	0.45	0.53	-0.08
PIK4CA	5297	NM_002650	1.67	1.75	-0.08
MASA	58478	NM_021204	-1.25	-1.17	-0.08
PCCB	5096	NM_000532	-0.81	-0.73	-0.08
USP8	9101	NM_005154	-0.91	-0.83	-0.08
WNT3	7473	NM_030753	-0.93	-0.85	-0.08
PROK1	84432	NM_032414	2.07	2.15	-0.08
KCNV1	27012	NM_014379	-0.78	-0.7	-0.08
FARP1	10160	NM_005766	-1.33	-1.25	-0.08
VSX1	30813	NM_014588	1.38	1.46	-0.08
BSG	682	NM_001728	-1.37	-1.29	-0.08
CD79B	974	NM_000626	-0.67	-0.59	-0.08
IL1RAP	3556	NM_002182	1.29	1.38	-0.09
TPBG	7162	NM_006670	-1.15	-1.06	-0.09
PANK1	53354	NM_138316	-0.43	-0.34	-0.09
PIK3CB	5291	NM_006219	0.89	0.98	-0.09
STK32C	282974	NM_173575	-0.57	-0.48	-0.09
PRKCQ	5588	NM_006257	0.27	0.36	-0.09
COL4A5	1287	NM_000495	0.8	0.89	-0.09
FAT2	2196	NM_001447	0.91	1	-0.09
KIAA1679	80731	XM_046570	0.4	0.49	-0.09
UCP1	7350	NM_021833	-0.99	-0.9	-0.09
CLPTM1	1209	NM_001294	0.68	0.77	-0.09
PRKAB2	5565	NM_005399	0.55	0.64	-0.09
PVT1	5820	XM_372058	-0.69	-0.6	-0.09
MAFK	7975	NM_002360	-0.42	-0.33	-0.09
PRKWNK1	65125	NM_018979	-0.21	-0.12	-0.09
OR1G1	8390	NM_003555	-0.24	-0.15	-0.09
TRIM26	7726	NM_003449	-0.04	0.05	-0.09
GRK5	2869	NM_005308	0.01	0.1	-0.09
CROT	54677	NM_021151	-0.55	-0.46	-0.09
ERN2	10595	XM_370947	-0.53	-0.44	-0.09
MED8	112950	NM_052877	0.36	0.45	-0.09
SGCA	6442	NM_000023	-0.39	-0.3	-0.09
BCS1L	617	NM_004328	-0.45	-0.36	-0.09
ZYX	7791	NM_003461	-0.34	-0.25	-0.09
CDK4	1019	NM_000075	1.76	1.85	-0.09
PTCH	5727	NM_000264	-1.04	-0.95	-0.09
IL1F9	56300	NM_019618	0.84	0.93	-0.09
CNOT7	29883	NM_013354	-1.28	-1.19	-0.09
NEB	4703	NM_004543	1.78	1.87	-0.09
ZNF151	7709	NM_003443	-1.08	-0.99	-0.09
TLE1	7088	NM_005077	2.34	2.43	-0.09
PRCP	5547	NM_005040	-1.19	-1.09	-0.1
RASGRP3	25780	NM_015376	-1.14	-1.04	-0.1
MAP3K4	4216	NM_005922	-0.77	-0.67	-0.1
TAF1	6872	NM_004606	0.66	0.76	-0.1
EDG6	8698	NM_003775	-0.3	-0.2	-0.1
MBC2	23344	NM_015292	0.38	0.48	-0.1
KIFC3	3801	NM_005550	0.53	0.63	-0.1
TNFSF12	8742	NM_153012	0.6	0.7	-0.1
COL4A4	1286	NM_000092	0.26	0.36	-0.1
KRTHA6	8689	NM_003771	0.52	0.62	-0.1
TRPC5	7224	NM_012471	0.14	0.24	-0.1
LENG8	114823	NM_052925	-0.63	-0.53	-0.1
FBXO31	79791	NM_024735	-0.63	-0.53	-0.1
HSPBP1	23640	NM_012267	-0.49	-0.39	-0.1
MX1	4599	NM_002462	0.87	0.97	-0.1
NDRG2	57447	NM_016250	0.26	0.36	-0.1
XRCC2	7516	NM_005431	-0.3	-0.2	-0.1
DLL1	28514	NM_005618	-0.71	-0.61	-0.1
RABGEF1	27342	NM_014504	-0.58	-0.48	-0.1
HRG	3273	NM_000412	0.14	0.24	-0.1
AMPD3	272	NM_000480	-0.65	-0.55	-0.1
EDG8	53637	NM_030760	0.02	0.12	-0.1
ADRBK2	157	NM_005160	-0.14	-0.04	-0.1
CBLC	23624	NM_012116	0	0.1	-0.1
ESRRG	2104	NM_001438	-0.27	-0.17	-0.1
LOH11CR2A	4013	NM_014622	0.1	0.2	-0.1
FOXH1	8928	NM_003923	0.17	0.27	-0.1
MYO15A	51168	NM_016239	0.13	0.23	-0.1
URKL1	54963	NM_017859	-0.39	-0.29	-0.1
AGTR2	186	NM_000686	0.3	0.4	-0.1
TRIM33	51592	NM_015906	-0.51	-0.41	-0.1
SUPT3H	8464	NM_003599	-0.28	-0.18	-0.1
ABCB7	22	NM_004299	-0.4	-0.3	-0.1
KCNA4	3739	NM_002233	0.35	0.45	-0.1
UCP2	7351	NM_003355	-0.4	-0.3	-0.1
VN1R1	57191	NM_020633	1.69	1.79	-0.1
APOF	319	NM_001638	0.58	0.68	-0.1
FLJ12973	79968	NM_024908	2.11	2.21	-0.1
FSCN1	6624	NM_003088	1.77	1.87	-0.1
ACTL6	51412	NM_016188	-0.68	-0.58	-0.1
NTSR1	4923	NM_002531	1.77	1.88	-0.11
MAN2B2	23324	XM_052620	-1.2	-1.09	-0.11
HAND2	9464	NM_021973	1.29	1.4	-0.11
CIT	11113	NM_007174	0.52	0.63	-0.11
GNG4	2786	NM_004485	0.32	0.43	-0.11
OPN3	23596	NM_014322	0.13	0.24	-0.11
F12	2161	NM_000505	-1	-0.89	-0.11
PHPT1	29085	NM_014172	-0.51	-0.4	-0.11
PNLIP	5406	NM_000936	-0.72	-0.61	-0.11
C20ORF18	10616	NM_006462	0.85	0.96	-0.11
FBXL9	26231	NM_012163	-0.88	-0.77	-0.11
TRIM37	4591	NM_015294	-0.94	-0.83	-0.11
AGRP	181	NM_001138	0.2	0.31	-0.11
TG	7038	NM_003235	0.62	0.73	-0.11
XK	7504	NM_021083	-0.35	-0.24	-0.11
NPM1	4869	NM_002520	-0.47	-0.36	-0.11
EFS	10278	NM_005864	-1.04	-0.93	-0.11
IGFBP7	3490	NM_001553	0.18	0.29	-0.11
SOX18	54345	NM_018419	-0.25	-0.14	-0.11
AKR1C1	1645	NM_001353	0.3	0.41	-0.11
PAPSS2	9060	NM_004670	-0.1	0.01	-0.11
BIN1	274	NM_004305	-0.03	0.08	-0.11
CDH2	1000	NM_001792	-0.01	0.1	-0.11
BRF1	2972	NM_001519	0	0.11	-0.11
GTF3A	2971	NM_002097	-0.13	-0.02	-0.11
ADORA1	134	NM_000674	0.15	0.26	-0.11
PDGFB	5155	NM_002608	0.15	0.26	-0.11
CIG5	91543	NM_080657	-0.32	-0.21	-0.11
PKDREJ	10343	NM_006071	-0.46	-0.35	-0.11
FLJ10901	55765	NM_018265	-0.54	-0.43	-0.11
CSF1R	1436	NM_005211	1.21	1.32	-0.11
NCB5OR	51167	NM_016230	-0.68	-0.57	-0.11
PCDHGB4	8641	NM_003736	-1.43	-1.31	-0.12
PDE1A	5136	NM_005019	-1.41	-1.29	-0.12
PPP1R12A	4659	NM_002480	-1.15	-1.03	-0.12
IFNAR1	3454	NM_000629	-0.57	-0.45	-0.12
E2F5	1875	NM_001951	0.46	0.58	-0.12
ULK1	8408	NM_003565	0.26	0.38	-0.12
C20ORF23	55614	NM_017683	0.24	0.36	-0.12
MGC1136	78986	NM_024025	-0.6	-0.48	-0.12
KCNE3	10008	NM_005472	-0.66	-0.54	-0.12
PLSCR1	5359	NM_021105	0.34	0.46	-0.12
ALS2CR12	130540	NM_139163	-0.73	-0.61	-0.12
FGB	2244	NM_005141	-0.52	-0.4	-0.12
GRIPAP1	56850	NM_020137	-0.69	-0.57	-0.12
HA-1	23526	NM_012292	0.34	0.46	-0.12
SPHAR	10638	NM_006542	-0.72	-0.6	-0.12
MIZF	25988	NM_015517	-0.61	-0.49	-0.12
PHF2	5253	NM_005392	-0.82	-0.7	-0.12
SHARP	23013	NM_015001	-0.93	-0.81	-0.12
SNAPC2	6618	NM_003083	-1.02	-0.9	-0.12
ALDH4A1	8659	NM_003748	-1.05	-0.93	-0.12
ACACA	31	NM_198834	-1.05	-0.93	-0.12
ADPRH	141	NM_001125	-0.8	-0.68	-0.12
MBTPS1	8720	NM_003791	-0.2	-0.08	-0.12
TNFSF10	8743	NM_003810	-0.23	-0.11	-0.12
SCNN1B	6338	NM_000336	0.01	0.13	-0.12
GYPC	2995	NM_002101	-0.55	-0.43	-0.12
C9ORF12	64768	NM_022755	2.02	2.14	-0.12
HLA-B	3106	NM_005514	2.05	2.17	-0.12
DDX6	1656	NM_004397	-1.28	-1.16	-0.12
RGS5	8490	NM_003617	1.52	1.65	-0.13
SRPR	6734	NM_003139	1.62	1.75	-0.13
RBM6	10180	NM_005777	-1.71	-1.58	-0.13
SP1	6667	NM_138473	1.32	1.45	-0.13
TCTA	6988	NM_022171	-0.94	-0.81	-0.13
USP28	57646	NM_020886	-0.58	-0.45	-0.13
OLIG3	167826	NM_175747	0.28	0.41	-0.13
EDG5	9294	NM_004230	-0.35	-0.22	-0.13
RABIF	5877	NM_002871	-0.29	-0.16	-0.13
SGKL	23678	NM_013257	-0.61	-0.48	-0.13
GNG11	2791	NM_004126	0.64	0.77	-0.13
CPT2	1376	NM_000098	0.63	0.76	-0.13
PTPN1	5770	NM_002827	-0.06	0.07	-0.13
PTPRD	5789	NM_002839	-0.05	0.08	-0.13
SCARB1	949	NM_005505	-0.53	-0.4	-0.13
TNFRSF11A	8792	NM_003839	-0.91	-0.78	-0.13
CLDN12	9069	NM_012129	0.84	0.97	-0.13
CLCN5	1184	NM_000084	-0.82	-0.69	-0.13
TBRG4	9238	NM_004749	-0.66	-0.53	-0.13
DFNA5	1687	NM_004403	-0.42	-0.29	-0.13
DOCK3	1795	NM_004947	-0.21	-0.08	-0.13
ENO3	2027	NM_001976	0.06	0.19	-0.13
ITGAD	3681	XM_496142	-0.88	-0.75	-0.13
IFNA7	3444	NM_021057	-0.15	-0.02	-0.13
HSSUCCDH	54727	X53943	0.78	0.91	-0.13
ID2	3398	NM_002166	-0.42	-0.29	-0.13
MPHOSPH9	10198	NM_022782	-0.22	-0.09	-0.13
NALP8	126205	NM_176811	-0.72	-0.59	-0.13
SGCB	6443	NM_000232	-0.72	-0.59	-0.13
CDH13	1012	NM_001257	-0.73	-0.6	-0.13
CEBPA	1050	NM_004364	0.69	0.82	-0.13
HCRTR2	3062	NM_001526	-1.11	-0.98	-0.13
PPP2R5B	5526	NM_006244	-1.09	-0.96	-0.13
FEZ1	9638	NM_005103	1.38	1.51	-0.13
TCF2	6928	NM_000458	1.48	1.61	-0.13
SELPLG	6404	NM_003006	2.01	2.14	-0.13
NOTCH4	4855	NM_004557	-1.25	-1.11	-0.14
COL6A2	1292	NM_001849	1.93	2.07	-0.14
AQP5	362	NM_001651	-0.95	-0.81	-0.14
FUSIP1	10772	NM_006625	-1.23	-1.09	-0.14
SMARCC2	6601	NM_003075	-1.38	-1.24	-0.14
SPARC	6678	NM_003118	-1.46	-1.32	-0.14
ARHGAP1	392	NM_004308	-1.18	-1.04	-0.14
PIP5K1B	8395	NM_003558	-0.58	-0.44	-0.14
BCL9	607	NM_004326	0.34	0.48	-0.14
MAML2	84441	NM_032427	0.04	0.18	-0.14
IL18R1	8809	NM_003855	-0.31	-0.17	-0.14
SLC10A1	6554	NM_003049	-0.18	-0.04	-0.14
GNB2L1	10399	NM_006098	0.21	0.35	-0.14
KLF4	9314	NM_004235	0.04	0.18	-0.14
UTF1	8433	NM_003577	0.16	0.3	-0.14
CKS1B	1163	NM_001826	-0.67	-0.53	-0.14
CDK3	1018	NM_001258	0.87	1.01	-0.14
PTK2B	2185	NM_004103	-0.78	-0.64	-0.14
GRM1	2911	NM_000838	0.3	0.44	-0.14
CHD3	1107	NM_005852	0.14	0.28	-0.14
TNFRSF9	3604	NM_001561	-0.92	-0.78	-0.14
FGF9	2254	NM_002010	0.39	0.53	-0.14
TOB1	10140	NM_005749	0.11	0.25	-0.14
BBS1	582	NM_024649	-1.03	-0.89	-0.14
C6	729	NM_000065	-0.46	-0.32	-0.14
ATOH8	84913	NM_032827	0.14	0.28	-0.14
PEX11B	8799	NM_003846	-0.03	0.11	-0.14
RARRES1	5918	NM_002888	-0.66	-0.52	-0.14
CBX6	23466	NM_014292	-0.14	0	-0.14
ZNF354A	6940	NM_005649	0.29	0.43	-0.14
GSS	2937	NM_000178	-0.32	-0.18	-0.14
MMP20	9313	NM_004771	-0.53	-0.39	-0.14
RHOBTB3	22836	NM_014899	-0.61	-0.47	-0.14
MGC4083	84617	NM_032525	-0.2	-0.06	-0.14
PPP2R1B	5519	NM_002716	0.94	1.08	-0.14
CLOCK	9575	NM_004898	-1.12	-0.98	-0.14
SLC4A4	8671	NM_003759	1.67	1.81	-0.14
GNLY	10578	NM_006433	2.09	2.23	-0.14
TACC1	6867	NM_006283	-1.6	-1.46	-0.14
MBD3	53615	NM_003926	-1.36	-1.22	-0.14
JUND	3727	NM_005354	1.98	2.12	-0.14
ARHGDIG	398	NM_001176	-1.61	-1.47	-0.14
TNNI3K	51086	NM_015978	-0.69	-0.54	-0.15
CASK	8573	NM_003688	1.5	1.65	-0.15
SLC3A1	6519	NM_000341	-1.23	-1.08	-0.15
CD5	921	NM_014207	1.76	1.91	-0.15
IL12RB1	3594	NM_005535	-1.41	-1.26	-0.15
RHBDL6	79651	NM_024599	2.12	2.27	-0.15
MKI67	4288	NM_002417	0.8	0.95	-0.15
PAWR	5074	NM_002583	-1.17	-1.02	-0.15
PITX3	5309	NM_005029	0.99	1.14	-0.15
TTN	7273	NM_003319	-0.29	-0.14	-0.15
HMGCS2	3158	NM_005518	0.23	0.38	-0.15
ITGAX	3687	NM_000887	-0.02	0.13	-0.15
CLDN1	9076	NM_021101	0.22	0.37	-0.15
KLHL1AS	6315	AF126749	0.04	0.19	-0.15
SCGB1D1	10648	NM_006552	-0.16	-0.01	-0.15
GH2	2689	NM_002059	-0.81	-0.66	-0.15
P2RX1	5023	NM_002558	0.48	0.63	-0.15
VLDLR	7436	NM_003383	-1.01	-0.86	-0.15
HIF3A	64344	NM_022462	0.71	0.86	-0.15
CRYGB	1419	NM_005210	-0.4	-0.25	-0.15
COL11A1	1301	NM_001854	0.83	0.98	-0.15
BTG4	54766	NM_017589	-0.67	-0.52	-0.15
CTNNAL1	8727	NM_003798	-0.93	-0.78	-0.15
ICOS	29851	NM_012092	-0.45	-0.3	-0.15
ANXA10	11199	NM_007193	-0.23	-0.08	-0.15
OSTF1	26578	NM_012383	-0.97	-0.82	-0.15
SORBS1	10580	NM_006434	-1.01	-0.86	-0.15
TIPARP	25976	NM_015508	-1.11	-0.96	-0.15
FLJ10458	54475	NM_018096	-0.72	-0.56	-0.16
GPR23	2846	NM_005296	1.59	1.75	-0.16
RABGGTB	5876	NM_004582	-1.25	-1.09	-0.16
USP29	57663	NM_020903	-1.51	-1.35	-0.16
TRIM23	373	NM_001656	-1.48	-1.32	-0.16
CUL4A	8451	NM_003589	-0.94	-0.78	-0.16
PARK7	11315	NM_007262	1.29	1.45	-0.16
RAD51L3	5892	NM_002878	-1.47	-1.31	-0.16
CAMKK1	84254	NM_172207	-0.43	-0.27	-0.16
AVPR1A	552	NM_000706	0.13	0.29	-0.16
AKR1CL2	83592	NM_031436	0.44	0.6	-0.16
OR1E1	8387	NM_003553	0.09	0.25	-0.16
PTPN9	5780	NM_002833	-0.04	0.12	-0.16
CSAG1	158511	NM_153478	-0.08	0.08	-0.16
PIWIL2	55124	NM_018068	0.03	0.19	-0.16
MN1	4330	NM_002430	-0.12	0.04	-0.16
RAX	30062	NM_013435	0.07	0.23	-0.16
OR8B8	26493	NM_012378	0.62	0.78	-0.16
ECHS1	1892	NM_004092	0.35	0.51	-0.16
FBXO9	26268	NM_012347	-1.08	-0.92	-0.16
KNSL7	56992	NM_020242	-0.46	-0.3	-0.16
TLR7	51284	NM_016562	-0.34	-0.18	-0.16
SLC5A2	6524	NM_003041	-0.67	-0.51	-0.16
GMPS	8833	NM_003875	0.18	0.34	-0.16
STARS	137735	NM_139166	-0.9	-0.74	-0.16
CHGA	1113	NM_001275	-0.45	-0.29	-0.16
FOXJ2	55810	NM_018416	0.58	0.74	-0.16
PIAS3	10401	NM_006099	-0.78	-0.62	-0.16
EPO	2056	NM_000799	2	2.16	-0.16
TNFSF9	8744	NM_003811	-1.3	-1.14	-0.16
GABRG1	2565	NM_173536	0.94	1.1	-0.16
RHOBTB2	23221	NM_015178	-1.58	-1.42	-0.16
CD7	924	NM_006137	-0.71	-0.54	-0.17
CNR2	1269	NM_001841	0.55	0.72	-0.17
LARGE	9215	NM_004737	-1.15	-0.98	-0.17
CKLF	51192	NM_016326	1.81	1.98	-0.17
PSPN	5623	NM_004158	-1.17	-1	-0.17
KLF14	136259	NM_138693	-1.46	-1.29	-0.17
TNFAIP2	7127	NM_006291	-1.15	-0.98	-0.17
TUBB1	81027	NM_030773	1.35	1.52	-0.17
PTPRG	5793	NM_002841	-0.45	-0.28	-0.17
FBXL11	22992	NM_012308	0.05	0.22	-0.17
PTCH2	8643	NM_003738	0.08	0.25	-0.17
CD8B1	926	NM_004931	-0.59	-0.42	-0.17
LY64	4064	NM_005582	-0.11	0.06	-0.17
GABRA5	2558	NM_000810	0.05	0.22	-0.17
CD1B	910	NM_001764	0.43	0.6	-0.17
NUCKS	64710	NM_022731	0.01	0.18	-0.17
MTR	4548	NM_000254	-0.18	-0.01	-0.17
CUGBP2	10659	NM_006561	0.45	0.62	-0.17
TBR1	10716	NM_006593	-0.3	-0.13	-0.17
AICDA	57379	NM_020661	-0.22	-0.05	-0.17
RRP22	10633	NM_006477	-0.6	-0.43	-0.17
LCP2	3937	NM_005565	-0.27	-0.1	-0.17
DGUOK	1716	NM_001929	0.82	0.99	-0.17
HBA1	3039	NM_000558	0.62	0.79	-0.17
CDH3	1001	NM_001793	-0.89	-0.72	-0.17
MAN2C1	4123	NM_006715	-0.87	-0.7	-0.17
SFTPC	6440	NM_003018	-0.88	-0.71	-0.17
SMS	6611	NM_004595	-1.08	-0.91	-0.17
BCL7B	9275	NM_001707	-0.79	-0.62	-0.17
MYRIP	25924	NM_015460	0.58	0.75	-0.17
PDCD2	5134	NM_002598	0.57	0.74	-0.17
36403	55964	NM_019106	-0.75	-0.58	-0.17
ILF2	3608	NM_004515	-0.78	-0.61	-0.17
PSCD3	9265	NM_004227	-0.74	-0.57	-0.17
PANK3	79646	NM_024594	-0.86	-0.68	-0.18
HTR2C	3358	NM_000868	0.51	0.69	-0.18
TCEB1	6921	NM_005648	-0.73	-0.55	-0.18
HLA-DRA	3122	NM_019111	0.76	0.94	-0.18
JAG2	3714	NM_002226	0.54	0.72	-0.18
LBR	3930	NM_002296	1.07	1.25	-0.18
AMELX	265	NM_001142	0.64	0.82	-0.18
CORO1C	23603	NM_014325	-0.57	-0.39	-0.18
ICAM5	7087	NM_003259	-0.71	-0.53	-0.18
SCGB2A2	4250	NM_002411	-1.92	-1.74	-0.18
CSNK2A1	1457	NM_001895	0.06	0.24	-0.18
PHKA2	5256	NM_000292	-0.43	-0.25	-0.18
GPR	11245	NM_007223	0.44	0.62	-0.18
RAMP1	10267	NM_005855	0.3	0.48	-0.18
IFNA10	3446	NM_002171	-0.43	-0.25	-0.18
CNTNAP2	26047	NM_014141	0.07	0.25	-0.18
PRKAG2	51422	NM_016203	0.41	0.59	-0.18
S100A11	6282	NM_005620	0	0.18	-0.18
FOXE1	2304	NM_004473	-0.09	0.09	-0.18
FOXP2	93986	NM_014491	-0.43	-0.25	-0.18
TEAD1	7003	NM_021961	-0.47	-0.29	-0.18
CORO1A	11151	NM_007074	-0.39	-0.21	-0.18
COL8A1	1295	NM_001850	-0.01	0.17	-0.18
FLJ12476	64799	NM_022784	-0.8	-0.62	-0.18
PRKX	5613	NM_005044	-0.9	-0.72	-0.18
CELSR2	1952	NM_001408	0.93	1.11	-0.18
UBE3C	9690	NM_014671	-1.08	-0.9	-0.18
GPR120	338557	NM_181745	-1.1	-0.92	-0.18
PLEK2	26499	NM_016445	0.73	0.91	-0.18
PTTG3	26255	NM_021000	-1	-0.82	-0.18
USP2	9099	NM_004205	1.67	1.85	-0.18
BMI1	648	NM_005180	-1.31	-1.13	-0.18
MYO3B	140469	NM_138995	-0.71	-0.52	-0.19
YWHAH	7533	NM_003405	0.55	0.74	-0.19
GIPR	2696	NM_000164	-0.73	-0.54	-0.19
RALBP1	10928	NM_006788	-0.99	-0.8	-0.19
NCAM2	4685	NM_004540	-1.24	-1.05	-0.19
TNC	3371	NM_002160	-0.85	-0.66	-0.19
PCOLN3	5119	NM_002768	-1	-0.81	-0.19
BMP5	653	NM_021073	-0.42	-0.23	-0.19
IGFBP2	3485	NM_000597	-0.36	-0.17	-0.19
SYNJ1	8867	NM_003895	0.23	0.42	-0.19
TGFBR2	7048	NM_003242	-0.27	-0.08	-0.19
IL7	3574	NM_000880	0.06	0.25	-0.19
VEGF	7422	NM_003376	-0.14	0.05	-0.19
ARVCF	421	NM_001670	-0.64	-0.45	-0.19
AF1Q	10962	NM_006818	-0.01	0.18	-0.19
